Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4829.419559,5083.469021,5187.934138,5294.740906,5514.179446,5633.175892,5714.026721,5940.552251,6079.388543,5768.535656,5855.634754,6120.931848,6360.97068,6555.373235,7169.973366,7664.289831,8110.479754,8366.130132,8920.477364,8889.192349,9163.157909,9926.952496,10512.4367,11037.51238,11506.2044,11474.14077,
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3887.241533,3968.997336,4150.7333,4286.454063,4465.105996,4681.098229,4912.977521,5177.113336,5348.06362,5659.24772,5989.66348,6227.450846,6353.465917,6563.171063,6890.970026,7297.265761,7895.792084,8531.592455,9159.31538,9485.180355,9897.748551,10071.20526,10252.52298,10400.45967,10585.12456,10913.43317,
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16953.81784,17926.32372,18507.4605,18742.30455,19556.39026,20407.8532,21064.18909,21915.34687,22937.70212,23853.78468,25323.13497,26572.08471,27558.34261,27972.98778,29099.67215,30121.58912,32547.55138,34411.51545,35750.94905,34885.63578,35881.9112,37436.36967,37799.4863,39016.56095,39981.92793,41106.9367,
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,748.7916634,872.4594335,1081.123724,1129.398736,1241.388568,1338.250831,1345.146259,1329.1041,1277.34506,1374.249997,1386.625879,1327.699789,1337.520796,1373.42127,1365.039126,1388.50525,1250.467298,1282.333846,1299.289896,1411.157638,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13626.44585,14401.76937,14794.30811,14912.55109,15518.81122,16207.6424,16916.96643,17856.36694,19009.95927,19907.16145,21517.32964,22963.37842,24363.01492,25054.49149,26198.5836,27702.46431,30832.97075,32584.25538,33463.11447,32423.60174,31984.15525,32067.19245,31986.50036,32631.4799,33687.89552,34727.14651,
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,6279.790329,6825.838136,7836.594617,8357.092442,8426.538467,9414.013216,10326.42157,11590.60138,13063.92163,14429.62353,16516.15033,19269.07593,21955.65696,22664.0385,20523.34676,21623.44511,24543.06188,26022.46551,27459.33143,28568.49628,28987.75834,
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,421.6368044,390.5334758,351.9444123,393.3792814,400.4256014,419.6461615,465.4488021,473.6835829,448.8913701,465.6063997,490.7276557,528.0815436,528.859882,512.8753943,581.8370686,653.1160506,725.9606023,808.5189863,889.2679648,949.4938973,1053.796725,1165.216838,1256.682208,1376.760329,1507.202418,1628.923132,
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14962.41565,15602.84399,16063.30219,16371.39102,17155.62615,17965.15912,18690.91395,19490.84947,20332.07903,21132.36192,22547.42051,23718.8009,24723.44992,25317.27979,26563.47775,27494.40829,29754.19406,31497.24856,32917.45069,32147.88315,33275.46604,34703.80536,35241.31037,36478.22133,37562.68535,38703.54049,
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1837.67115,1433.766786,1524.019822,1632.158054,1684.089445,1733.128155,1835.580788,1977.508706,2210.86305,2372.595991,2425.825868,2494.025263,2449.71473,2306.073238,2665.011546,2862.426347,3078.952275,3252.956729,3421.963672,3519.621399,3691.165904,3487.211082,3704.131806,3888.786082,3984.449822,4008.472814,
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18148.28541,17547.16071,17253.26892,17449.38412,18443.07446,19545.09789,20058.68367,21763.46776,23534.61233,24768.6467,26732.30607,27834.34369,28567.1712,28983.18388,31140.14073,31993.40726,34382.7959,37688.35192,39969.3876,37868.72341,38812.31889,40683.52758,40620.17607,41330.81297,41548.47127,42309.38927,
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3807.745846,3792.636847,4065.606057,4191.934903,4436.944864,4583.86044,4835.582624,4759.300199,4828.096225,5292.487532,5289.881526,5498.361895,5750.991895,5917.54346,6388.986144,6612.72357,6895.412504,6956.99653,7094.677515,6977.90919,7203.348993,7486.748442,7707.562741,8248.546759,8793.96642,9323.198408,
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17640.66127,18402.61297,19028.35451,19278.02151,20075.18185,20845.77231,21446.39974,22345.58508,23454.05637,24431.72685,26192.6532,27679.85837,28639.39476,28256.66167,29169.45643,30603.4624,32543.36126,34150.6017,35156.38284,34767.15426,36026.98256,37457.28429,37645.31028,39539.39235,40151.81338,41016.6515,
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1785.85373,1932.813794,2003.148916,2163.881109,2154.180074,2322.074494,2274.273651,2169.601209,2263.602896,2339.295593,2510.505151,2618.918312,2679.749903,2787.440989,2777.808993,2939.534421,3039.720826,3073.794899,3071.641995,3140.10039,3269.641343,3410.284084,3491.347436,3414.716961,3347.052189,3496.715225,
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12603.20518,13451.68378,12983.50163,13458.50429,13888.06228,14501.74903,14911.57518,15631.09536,15942.22224,14381.17485,14090.04663,14381.52556,14241.02437,14525.7852,14699.89337,15418.57284,14976.12856,15884.175,15310.98903,14993.92654,16004.05452,17100.70052,17919.06448,18805.49394,19526.55499,20081.02749,
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16739.14676,17049.95597,17454.11281,18273.50841,19338.16087,20182.81813,21507.45032,22699.16377,23232.24082,23975.97317,26030.72882,27358.97189,28630.36796,29898.23589,31617.61228,32274.76374,34332.30121,35151.34069,36068.09323,34402.96146,35740.7372,36456.00216,37477.80229,39052.0334,40745.18704,41801.04948,
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5181.45078,4194.627513,2345.687497,1684.859702,1557.45939,1675.250875,1945.335336,2227.538901,2344.546744,2467.865217,2590.318568,2796.855796,3015.447723,3460.150847,3813.189314,4370.338613,4991.617909,5833.183782,6163.757923,6054.18918,6597.568557,7315.090898,8026.50713,8541.812196,9216.324829,9599.482204,
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1240.698731,1312.519502,1355.869037,1415.586491,1453.926485,1506.415308,1566.363957,1622.291798,1678.718097,1739.193885,1801.414609,1869.605841,1934.169986,2022.458663,2138.098453,2277.11343,2433.306078,2539.986328,2754.883755,2837.014241,3021.484976,3430.857389,3726.643939,3967.467392,4101.928098,4210.498292,
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,727.271403,730.7851621,727.9567748,738.6505341,744.6864123,762.2106142,784.6316346,818.6006554,840.863357,870.9270816,897.2866291,934.6752314,980.677489,994.4690338,1025.484863,1067.176894,1101.311518,1121.685385,1168.519104,1142.493636,1147.084986,1183.855846,1219.547152,1233.798236,1227.342924,1208.986093,
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,980.4609596,1008.621501,1033.581903,1059.133345,1053.734894,1055.548052,1068.544681,1108.775335,1127.792878,1183.693401,1239.85596,1301.171386,1238.551908,1307.373367,1392.266871,1378.258458,1391.004943,1432.975327,1495.875866,1553.394439,1621.4316,1532.494004,1599.179616,1648.182979,1638.58817,1679.684387,
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,972.758455,1032.944074,1044.407136,1067.55345,1100.414828,1147.204389,1275.431118,1351.885546,961.5819112,965.3972998,1019.007493,1042.69746,1026.335691,1030.710138,1065.418025,1122.331846,1158.335825,1200.969272,1236.320908,1258.321264,1299.725617,1416.311672,1382.504406,1382.083419,1407.823945,1455.803634,
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,730.7234198,722.4062188,961.8430676,1055.933411,1215.212881,1408.283112,2308.858915,5674.65711,6864.05668,8467.341094,9898.93403,15995.75024,18764.6411,21099.46469,28958.75603,33800.34744,36369.47151,41745.17076,48647.6828,48205.19212,43124.98306,45500.22679,48710.70456,46061.32229,45218.09786,40718.82968,
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13290.18183,13989.3086,14298.74248,14320.23047,14842.96948,15398.59385,16130.08354,17142.15961,18015.1668,18464.7321,19503.87943,21011.65923,22615.93565,23868.73321,25455.24812,25577.52408,28535.92343,29280.43976,30856.01183,30396.43136,28202.83336,26141.31959,25284.46408,26121.45746,26453.9199,26379.26353,
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4840.285505,5107.307878,5168.274873,5093.872082,5286.30865,5484.78997,5780.213368,6130.093961,6590.46297,7355.20887,7649.96964,7648.712433,8013.328394,8922.936652,9083.555118,10589.96245,10445.51878,11347.02395,11640.41651,10914.85828,10951.88411,11221.36234,11252.55682,11656.17787,12684.19675,13558.54522,
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3334.690999,3485.555048,3646.532917,3785.091739,3923.525859,4101.740054,4196.849383,4348.637154,4505.504682,4637.178907,4796.211112,4899.196859,5042.345421,5146.756256,5326.040236,5544.964046,5885.934894,6280.308986,6468.71338,6410.637712,6532.757614,6798.842734,6981.506844,7205.590414,7485.844234,7722.430217,
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1892.509014,2080.560688,2294.259866,2533.694996,2795.274922,2981.578768,3259.661227,3504.332016,3465.490687,3608.957282,3630.312326,3791.759291,3890.723888,3931.431099,4174.70205,4222.810265,4568.370074,5006.187119,5188.181989,5381.980363,5666.104561,6077.186038,6465.612628,6889.268372,7254.695425,7521.728758,
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18117.91587,18862.9982,19620.12258,20241.51219,21242.93437,22165.93324,23155.3812,24204.76154,25004.67311,26057.36135,27694.49708,28650.17397,29580.00278,30540.47869,32253.01377,33819.21193,35999.72592,37766.22692,38695.92831,37699.61678,39123.51681,40679.52258,41806.70341,43237.33907,44490.71117,45648.25508,
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17434.42814,18884.66588,20347.87323,21747.01934,23025.99294,23592.39427,23958.71171,25399.16948,23963.57248,24703.128,26962.67452,27528.1532,28288.24558,29792.901,33016.8887,36437.54416,39940.87506,43280.97329,44800.21714,43935.66067,47134.57428,50085.95933,51274.0352,53465.19641,55463.74033,56923.49054,
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2071.681075,2149.882547,2260.45445,2394.395672,2352.679924,2438.691653,2512.519314,2622.949312,2669.215947,2602.822647,2757.106279,2838.432976,2931.453008,3065.806785,3283.477157,3527.934934,3804.977338,4074.296097,4255.012759,4113.030501,4249.093103,4433.71931,4632.095108,4768.688973,4933.04263,5095.204056,
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,946.2968764,958.4921839,946.175322,951.6452848,948.2006592,984.8673118,1029.486502,1062.781427,1081.745876,1103.459092,1130.589146,1174.694036,1198.924621,1242.61964,1308.745284,1395.466424,1484.885849,1581.388297,1662.831734,1702.152713,1772.657765,1847.011117,1936.790534,2025.456211,2116.712233,2186.355862,
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,7862.061128,8795.455833,9367.621383,9829.28835,9748.725407,10746.62426,11325.53079,12283.75064,13121.73941,14097.61059,14859.25852,16934.67812,18770.78942,20246.91943,19470.69385,19205.36137,20704.38177,21133.11215,21681.20041,22002.48007,22514.41659,
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,1274.710581,1307.561784,1326.627225,1359.415655,1378.691725,1372.370556,1367.566327,1377.794314,1344.44533,1390.757027,1442.973527,1507.278187,1526.153627,1561.374256,1471.648649,1562.304129,1614.085821,1686.25672,1740.956814,1757.435678,
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,8283.030374,8215.468108,8372.021119,8814.233067,9144.820653,9316.662937,9792.323202,10377.73894,10873.54591,11843.46202,13230.65451,14516.15372,15417.62289,16198.91678,17014.32672,18230.03521,18933.88843,20586.08921,20573.3759,21466.57422,22729.18447,22997.74493,24388.38959,25516.84701,26457.58345,
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2851.907051,2934.501497,3020.472756,3193.122266,3322.302938,3480.482759,3685.288117,3885.61531,3961.700534,4130.4214,4415.587245,4634.669349,4859.251272,5194.954171,5698.701936,6267.872768,7016.322384,7780.217145,8412.154251,8675.42468,9392.322488,10165.91441,10748.79802,11290.5387,11935.77004,12441.28077,
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2509.205171,2578.653002,2647.612062,2785.268352,2888.7676,3018.99908,3188.323047,3349.2443,3411.615707,3546.337202,3776.920166,3954.991203,4132.763433,4405.228591,4830.143191,5290.165599,5888.531481,6495.031098,6989.081547,7196.200359,7751.49285,8345.894919,8798.234086,9223.308895,9726.813303,10107.5906,
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1286.984066,1323.243903,1346.142158,1374.719617,1404.953504,1456.406998,1523.144243,1569.12839,1605.697499,1647.613102,1721.551659,1791.873256,1845.578859,1946.554658,2159.224659,2316.261918,2494.334023,2669.682849,2801.089062,2896.056156,3036.409878,3175.264087,3320.923542,3487.272531,3670.692577,3786.183681,
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1793.634016,1856.680162,1912.469234,1961.9501,2023.022408,2093.738262,2196.891079,2258.946946,2311.03182,2362.427574,2480.518436,2566.807277,2651.362947,2815.446986,3233.810141,3463.647889,3741.347846,3993.892762,4172.413745,4319.654566,4519.387073,4746.067142,4968.302928,5202.74076,5486.916921,5675.579547,
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2989.53415,3245.705697,3476.128596,3728.255355,4029.942294,4383.945119,4741.509051,4976.456315,4308.541116,4347.999188,4601.849359,4812.061278,5037.167516,5311.400764,5655.993914,6088.879231,6534.27416,7040.66979,7511.417369,7815.70713,8294.05435,8870.284189,9453.698228,10009.86024,10566.95298,11057.56072,
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,975.9605632,996.4280171,999.2615979,1016.650219,1029.248011,1071.614507,1118.098866,1156.77378,1186.087202,1225.101272,1274.710305,1339.399939,1377.769512,1444.432706,1536.686575,1655.475605,1779.409179,1914.540673,2023.174678,2091.195218,2200.386926,2290.933113,2395.653979,2526.540833,2655.554299,2732.35403,
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1146.027972,1172.563612,1239.995548,1303.896725,1393.002443,1500.681341,1612.534898,1674.869744,1764.878225,1915.390649,1998.488658,2105.841013,2182.244557,2361.334849,2576.537621,2860.885701,3172.707329,3484.75621,3637.75583,3920.160158,4315.439627,4634.945162,4915.572431,5255.475588,5663.729107,6104.576245,
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13734.53611,14382.60058,15098.90796,15795.23246,16992.75195,18921.21329,20475.98405,22607.22652,25042.21836,27019.98162,30155.26893,32615.93246,35209.84482,36235.8479,38696.59148,40444.61274,44246.44571,46763.04203,44264.42988,41567.21134,43221.45979,45477.01046,46552.97925,48353.67906,51310.98417,68513.97407,
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6575.583579,7508.874979,7818.409534,7795.259816,7735.27184,7976.634485,8498.849499,8603.933181,8712.140303,8860.448528,9435.981839,9739.503969,10548.37795,11547.40372,12236.62544,13011.73786,14016.40034,15526.55584,15798.96459,16100.89151,17163.07927,17949.24442,16853.78282,16581.85058,17388.43094,,
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7442.848865,2691.915566,3548.713757,4595.895782,4729.199334,4781.224506,5239.797908,6261.992841,8274.354902,9581.242071,9647.867025,9810.552687,9019.144263,5989.182462,9237.933315,9697.903736,10733.44505,10893.2098,11715.84706,11875.01418,12417.76967,13203.0478,14813.56491,15501.32754,15266.47091,15394.76875,
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22129.16802,22551.70055,22009.24291,22597.90812,23705.32406,24096.88025,24998.13223,26945.36405,28572.16552,29390.76035,29497.91123,31617.99896,32191.5696,32303.16578,35294.70583,36964.52768,38722.99858,40723.44413,42677.53536,41063.7324,38410.6693,39465.84594,40486.93782,42669.5402,44331.3265,47717.23742,
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13395.0802,13824.1175,14619.11308,15134.10671,16127.69171,19678.64767,20729.79183,21398.69373,22032.03706,22604.38227,24941.91939,24948.6199,25218.39625,23788.00887,25222.88543,24885.21849,25775.11425,27623.89333,27516.22992,27578.42911,28856.10274,30528.74772,31750.63001,34255.97254,34956.82913,36575.94165,
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18546.22739,19444.88923,20040.46078,20329.85735,21204.78316,22271.61775,22969.28367,23802.36547,24921.55117,25531.62414,27006.39772,27996.73118,28641.55892,29079.55062,29468.15937,30051.77252,32350.57784,33983.15182,35402.91755,34549.27609,35075.7532,36347.34335,36237.10964,36163.74881,36293.80318,37217.38433,
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4785.172034,5146.405329,5323.015266,5910.160691,6063.586244,6277.908766,6327.297653,6304.221844,6168.401581,6275.10529,6424.186639,6612.594492,6805.439747,7154.770854,7409.049796,7675.924621,8100.11663,8393.716919,8449.018008,8107.827522,8051.846149,8326.450416,8394.735755,8541.585957,8723.178661,8872.907305,
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4305.512119,4299.270566,4932.229959,4998.746243,5104.68471,5321.441538,5372.469092,5523.510749,5656.067113,5849.663243,6136.91822,6494.909685,6851.293727,7129.321426,7754.094946,8395.072853,9019.720151,9618.181469,10077.61523,10271.31861,10229.91751,10324.44669,10432.1751,10567.60645,10788.92301,10902.47325,
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19229.66581,20466.64704,21052.31921,21536.85562,22368.10145,23416.55178,24535.93178,25141.54936,25061.77766,25325.70726,26795.20743,27476.91553,28160.10761,28867.92278,30382.78917,31663.4531,33057.58961,34529.13336,34798.7659,33099.27036,34996.32446,35779.09741,37211.06922,39023.0717,39449.4426,40763.4037,
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8434.960627,7708.657901,7471.688544,6991.931718,6332.205205,6039.10301,6274.410381,6593.64628,6652.406839,7002.960924,7887.892984,9172.369178,10225.4459,11360.99333,12705.43385,14259.0187,16098.51091,17793.14788,18513.92541,18387.20191,19690.38497,21277.70637,22392.20367,23773.81933,24845.45414,25044.87801,
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1535.668458,1557.277993,1529.81504,1523.360966,1549.731759,1605.603975,1657.716687,1651.440248,1682.157691,1704.797461,1710.876774,1770.558985,1761.750776,1802.214527,1896.195018,2019.359786,2158.893935,2306.86625,2296.312423,2327.843369,2487.224552,2622.730169,2718.986459,2843.351205,2969.023249,3088.794229,
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2245.792715,2103.672424,1831.53856,1584.779171,1293.884353,1236.819912,1328.807047,1464.04839,1488.331303,1543.245479,1644.311975,1754.554341,1764.905161,1906.556261,2071.417492,2110.377936,2218.727934,2448.899199,2681.122187,2746.102655,2733.729337,2920.60321,2922.702873,3229.349349,3351.528671,3433.680163,
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,707.0803498,761.3493085,801.0642921,834.2719347,871.214874,900.7307851,998.8246051,1086.55943,1176.442768,1250.965446,1360.912011,1518.086216,1746.878825,1964.211764,2189.504168,2346.803965,2331.425309,2462.45279,2648.650018,2846.657445,3058.214429,3278.832085,3490.419028,
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1267.554619,1286.873047,1308.664742,1334.514425,1369.199205,1378.820287,1406.436266,1431.080402,1515.652598,1489.368315,1590.908787,1576.121796,1632.689646,1669.056465,1656.209922,1759.48203,1748.357037,1795.309772,1757.886156,1738.760095,1696.578084,1706.383125,1794.400591,1894.621967,1940.561684,1994.767601,
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9259.739493,9322.216146,9858.170168,10676.87759,11340.5919,12093.26073,12887.70327,13854.53545,13752.86371,14260.74863,15113.47007,15991.45567,16282.1674,15930.36275,16859.47526,18736.49471,20169.98253,20409.92661,21847.77648,21091.28497,20615.59909,21283.33027,21283.37306,22696.87541,24194.39239,25088.1606,
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8436.246014,9533.0266,10216.31714,11033.43674,12088.22443,13371.98967,14556.46664,15481.59918,14696.30532,16428.84666,18083.08126,19189.56937,20784.9456,21389.24607,22967.81286,24219.78886,25863.21949,27872.08837,28718.04484,28392.75636,30465.24505,31327.1269,32222.59394,32816.15889,33856.57883,34647.07478,
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,58117.76583,59505.03751,60242.10005,60267.03206,57276.44483,58904.02452,58839.07136,59961.95117,69909.19638,76978.40709,83703.23667,87875.56333,90003.76351,88250.00289,77582.1493,72204.3813,76308.59071,78492.39685,76767.89073,75197.02929,74645.48246,
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5726.902175,6047.446542,6263.180273,6882.849006,7235.519894,7265.581205,7496.623718,7891.509305,8011.264663,8044.858384,8406.328673,8504.266252,8528.245127,8735.071097,9404.860827,10081.0365,10879.40045,11683.42753,12308.13914,12110.13239,12845.09824,13830.99921,14287.55136,14759.61202,15068.82945,14956.94238,
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1045.000844,1094.307858,1148.53012,1211.773854,1304.384919,1391.451811,1481.909906,1578.324899,1627.791909,1742.705879,1855.126727,1976.265761,2095.380299,2235.675887,2408.704086,2622.999124,2889.424996,3137.505366,3389.004053,3606.646476,3894.025214,4222.178629,4568.912673,4954.368504,5333.525388,5691.257819,
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5080.253053,7124.293907,7427.335468,7914.622047,8513.411396,9079.572794,9601.301933,9475.324495,9854.471567,9825.214516,9936.071581,10164.78825,10179.54985,10199.93341,10635.27605,10927.81332,11240.9978,12531.43013,13862.01357,15139.91798,15951.90136,15683.58332,15221.44686,14535.741,14189.75726,13936.25829,
