Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,461.0350644,531.6851246,663.0650547,673.1113023,692.5550687,484.9723443,501.664453,530.9610917,571.1992315,617.2337093,646.6985008,659.4439242,683.7921258,732.6330069,784.5123573,845.6718356,846.5670329,835.3669347,
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,16730.8571,17435.83155,17224.98889,17039.09332,19322.86512,20397.96471,23154.43219,24962.8054,26753.94741,27525.07035,27135.35654,28583.466,11023.43714,,,,,
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5130.86842,5366.763058,5801.064403,6021.556621,6165.397155,6422.31502,6804.872698,6855.756891,7270.671758,7458.253273,7869.959244,7705.898848,7751.139145,8204.545673,9028.111906,9136.551459,10054.88328,10153.56044,10623.91123,10516.05123,10333.85409,10461.42512,10406.22658,10498.77226,10655.13978,10944.33413,
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5804.980615,6132.10575,6369.168456,6984.208619,7347.262375,7409.139705,7660.86134,8070.08787,8210.511236,8248.05308,8631.713552,8759.236843,8794.814945,9022.641575,9705.586619,10399.4869,11258.89647,12071.39445,12666.27269,12464.71399,13232.57401,14234.93436,14708.69661,15205.16014,15524.20083,15434.341,
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,847.7882185,867.221015,873.7615446,877.5712961,895.0484386,936.8689887,983.0367793,1024.686539,1053.167586,1091.936134,1142.197264,1207.332621,1241.705706,1307.789785,1403.113568,1529.780185,1662.106947,1814.730541,1940.486426,2009.164398,2104.767764,2182.864682,2275.320288,2391.941046,2509.388988,2566.273101,
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,739.8346071,748.1970763,721.8535729,724.5700538,733.3298864,756.4655812,795.112293,814.5328978,825.1238818,844.2858032,860.172607,898.3286349,906.111164,929.0129803,982.349084,1048.015031,1106.637143,1177.649169,1230.970661,1273.434989,1336.879033,1404.594767,1446.162155,1514.229548,1591.413972,1635.942891,
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2369.185708,2526.918444,2664.673197,2882.752846,3077.032251,3284.274687,3445.385334,3705.825002,3900.335345,4106.477766,4422.564855,4419.803392,4630.59243,4965.727538,5339.521248,5811.505852,6400.816758,6964.986319,7467.591882,7731.668695,8389.990393,9213.320943,10163.85871,10595.71291,11210.29799,11762.77758,
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1783.483962,1830.43285,1888.665554,1942.023623,2010.444461,2114.541145,2237.389147,2321.121741,2324.641063,2432.381898,2553.445784,2677.94883,2777.384039,2963.080922,3236.699581,3513.388717,3832.002664,4156.419967,4370.303609,4563.636637,4890.293125,5182.098345,5465.985934,5779.609313,6122.964554,6443.139519,
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2454.012308,2524.904626,2589.923137,2724.355884,2823.162252,2947.139574,3110.814531,3265.780761,3323.896246,3456.877797,3682.159129,3857.403493,4031.416857,4300.877594,4718.710038,5175.703185,5760.565051,6356.190845,6844.337827,7050.013764,7593.034034,8185.030279,8633.369068,9053.753773,9555.90863,9933.993847,
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,882.3632414,964.0028722,1034.494868,1073.517623,1137.880716,1185.031347,1249.967409,1303.860885,1324.23373,1339.209168,1411.27243,1487.722587,1521.941336,1620.257161,1682.406153,1775.318625,1895.367466,2010.914252,2170.050586,2213.516069,2356.656157,2545.397552,2701.592107,2766.061215,2906.987276,2949.513387,
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2854.361626,2950.297601,3014.398091,3188.294477,3371.374031,3600.64351,3818.929613,4048.206745,4157.295401,4367.527576,4748.1728,5074.457048,5440.98644,5920.685075,6533.297324,7241.894787,8243.951835,9275.581119,10214.14765,10613.03936,11554.85125,12695.17226,13590.73292,14348.6335,15285.23896,16001.51769,
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,5920.149356,6379.701028,7065.021492,7755.124695,7821.672446,8451.123731,9473.287,10494.36325,12066.93123,13040.72183,14526.04738,16493.95022,19087.99427,20744.01164,18164.49588,20129.65379,22854.26812,24657.98315,26717.18273,28179.28132,28936.20626,
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30868.13353,34191.55268,35137.46466,36984.77516,38684.64472,39498.3117,41278.12488,42735.23496,44363.42003,50549.4387,55597.13767,55442.86472,58005.7612,59323.98173,63465.93009,67544.1345,77075.43413,83016.73705,85599.93115,80784.52172,85285.4095,91348.00206,91191.93296,95374.68631,100497.838,102051.6803,
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,5504.722036,5796.755365,6480.02933,7069.52091,7405.286932,8013.11294,9055.866418,10070.03327,11025.93411,12223.0729,13847.56979,15761.5729,18122.12115,19432.17901,16889.12074,17592.57257,19740.79226,21216.79633,22684.46728,23884.12917,24899.18457,
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22228.86028,23190.13034,26281.89906,27773.9918,29075.64732,30147.85878,30064.4712,29984.13823,28447.27113,27749.6014,29550.14902,34407.77326,37539.92824,42126.84235,53929.953,58922.09749,67157.30792,76777.76402,78666.56591,78134.58288,96619.8444,117340.9708,127938.9187,141947.0252,140813.518,111496.6294,
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2521.369376,2742.403651,2697.315259,2694.048787,2993.016457,2845.807817,3209.179277,3169.324623,3391.452926,3438.378293,3542.766114,3846.516371,3985.802655,4264.271943,4545.539605,4796.499521,5262.52,5533.290467,5909.277886,6133.763743,6365.189662,6746.899456,6979.899079,7309.586314,7524.045167,7841.484355,
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,1899.622233,1824.269765,1893.041787,1789.118318,1758.071675,1839.712736,2000.887403,2195.14622,2393.417558,2647.756644,2945.080151,3190.121573,3381.098617,3723.402213,3531.032976,3831.749187,4179.214809,4226.959198,4700.234439,5017.093636,5048.967871,
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1073.382255,1008.346119,1012.452528,1026.470611,1015.760282,1022.338465,1030.426049,1052.90098,1071.701392,1103.537993,1146.177794,1205.262299,1036.723372,1126.581534,1182.875723,1240.334971,1304.444605,1382.710545,1468.210299,1380.565922,1362.298772,1371.648575,1399.513945,1414.171537,1446.390247,1465.344818,
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,5652.745271,5947.220482,6788.425933,7690.620625,7088.648653,8443.880725,9112.530361,10092.70551,9681.450619,10301.70575,11126.94559,11373.46296,11853.99048,12534.70963,12770.27132,
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7235.474358,7374.530368,7779.950267,7988.885405,8165.749234,8399.783022,8817.558614,9137.362262,9500.828039,9762.626634,10316.29682,10576.98364,10819.09814,11256.24947,12293.63022,13092.40086,14066.097,15015.3245,15720.38841,15813.02831,16484.59756,17023.63644,17483.01902,17870.27,18381.60616,18813.76465,
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6019.262211,6353.257303,6600.661917,8442.989675,8853.980983,7978.610395,8348.036545,8926.818417,9265.635751,9710.504262,10318.53201,10301.61803,10348.61558,10588.34485,11198.54857,12070.89609,13144.18287,13717.46046,14272.19494,13934.15677,14603.16786,15754.19717,16289.56528,16527.64201,17205.59144,16988.383,
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1864.948114,1881.733138,2024.43868,2167.680708,2319.602878,2540.220479,2303.080492,2178.79068,2130.521544,2105.02843,2276.036208,2451.677719,2555.557193,2613.255579,2685.737648,2849.270478,2992.032988,3177.432208,3181.575664,3144.913209,3381.346046,3501.48705,3689.35326,3828.434906,3851.797232,3910.915398,
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2595.689045,2673.163915,2746.965656,2894.108933,3002.620012,3137.567792,3314.631609,3483.942651,3549.052839,3695.232201,3942.675569,4134.605777,4328.249888,4625.747387,5083.993654,5585.302845,6229.053633,6885.302533,7426.586081,7658.653647,8262.500487,8922.108407,9427.055396,9899.736671,10463.82834,10894.78197,
"Macedonia, FYR",MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5255.594374,5115.330342,4916.699509,4686.404835,4723.043312,4774.200353,4907.014145,5034.480114,5234.898189,5490.704211,6191.617251,6106.226221,6368.232266,6564.427474,7149.815766,7825.705501,8656.05672,9302.411926,10479.05076,10979.36747,11341.03118,11648.2996,11868.35223,12686.55505,13476.98312,14076.48313,
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,820.3660045,926.4254357,894.5029319,919.9709586,948.8613162,951.5093289,1009.961778,1048.581168,1109.998177,1158.866768,1151.234785,1319.212046,1340.200972,1446.4357,1462.69068,1557.653315,1626.255578,1671.442481,1727.307207,1763.44503,1822.967574,1862.940401,1826.135914,1843.482217,1950.58824,2028.157518,
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9337.90547,9979.768997,10576.40365,11200.79235,11973.0936,12907.74513,13675.70325,15119.63107,15852.50264,16962.28291,19410.80572,19666.27416,20561.70481,20936.34157,21416.30157,22232.45822,23237.18226,24883.51975,26192.99141,26166.38674,27862.77616,28765.29436,29645.16,31405.33729,32488.63337,33995.1833,
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,464.4190582,470.2542272,520.8578783,558.769369,606.087961,653.6256781,699.3663087,741.6292908,783.1849743,871.0159133,1001.325192,1127.880536,1269.887222,1460.658449,1689.595492,1964.670684,2272.961717,2595.574306,2898.957431,3207.781083,3534.787519,3780.81768,4099.89264,4479.631121,4882.445329,5249.744742,
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5060.886892,4989.359167,5226.630362,5329.678226,5411.531451,5565.242668,5901.712209,6114.986724,6467.284097,6772.609528,7099.258368,7340.358252,7583.966916,7788.185505,8495.137182,9043.02231,9690.583571,10394.56572,10815.99478,11039.54113,11579.51977,11589.20479,11668.93438,11837.38338,12171.84166,,
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,5998.015356,6788.593417,7098.965769,7332.150657,7840.786609,8313.642308,10354.44716,12402.38582,13737.66333,12981.90591,13661.31294,14472.44346,13863.9398,14883.66734,15410.07265,16050.16431,
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3310.861425,3076.084463,2822.418429,2773.653954,2871.205088,3094.18548,3195.322617,3349.008646,3468.876894,3598.663343,3689.700412,3849.422652,4053.677655,4378.350592,4921.782863,5384.32093,5949.15142,6644.318275,7274.126952,7128.216004,7552.646083,8889.345538,9990.038049,11132.39095,12012.23691,12220.78134,
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,242.3845605,256.0628558,239.7393762,256.629205,267.598162,269.6375678,337.7048597,370.298009,407.9615172,435.1325441,440.3525845,493.4222085,529.3821578,558.3079979,600.5492643,654.6779387,720.4239655,772.4257715,818.4804732,852.8593034,895.4996639,951.8253639,1010.221252,1069.336403,1137.316783,1192.175329,
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1819.88923,1861.547515,1885.770809,1986.535291,1910.714069,2080.411783,2176.551832,2062.144022,2079.247916,2206.120506,2178.985893,2204.245271,2184.104606,2289.393079,2414.338631,2638.741454,3145.575979,3233.9714,3248.813181,3158.549257,3266.294626,3403.534526,3575.986354,3759.861442,3890.761881,,
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4774.34867,5096.760049,5479.869136,5825.886673,6109.821318,6448.993211,6863.107641,7285.789619,7730.246045,7951.720473,8780.062693,9138.775496,9409.610271,9876.469131,10664.04277,11078.02724,12335.63549,13328.34086,14270.16945,14815.80799,15616.00684,16561.77098,17408.18871,18243.51278,19230.65752,20085.1709,
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,482.4589278,531.0226763,499.2085101,559.7688345,511.6641235,603.6830359,647.5525685,666.7136489,680.1081732,690.6672666,697.600804,660.3855017,664.7474763,698.8007741,737.5883978,765.2237114,802.8457436,877.5051002,934.9315315,990.2613624,1039.289519,1078.855647,1085.679,1125.476712,1174.289937,1183.605235,
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6755.139214,7442.434759,8074.85617,8856.232592,9630.920199,10527.56061,11495.00061,12233.02226,11173.92518,11757.03284,12797.96613,12882.24642,13513.41243,14306.64022,15410.54472,16453.1206,17587.37531,19412.04923,20098.88195,19409.15979,20675.01747,21866.34075,23124.86466,24230.86246,25765.75852,26950.33532,
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23569.69156,23970.32478,24988.45335,25945.12055,27247.92871,28243.7063,29457.19797,30930.69712,32274.6763,33935.25788,35736.50624,36567.03111,37448.10698,38941.42491,41118.6297,43503.57537,45609.33061,47214.929,47602.871,46192.19129,47548.88441,48967.5238,50508.32133,51890.13173,53595.86956,54926.51934,
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3694.589162,3986.485243,4233.240293,4140.255602,4177.359565,4301.158348,4383.932085,4507.708429,4571.850609,4675.756895,4843.200505,4926.136338,5169.677046,5433.093625,6197.91768,6480.580238,7058.513564,7617.350335,7849.99947,7797.928202,8212.329315,8625.717922,9021.912915,9459.183825,10010.39847,10411.35703,
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,585.3607425,600.4893198,555.5550075,557.8435728,572.4323825,578.9229807,588.2929776,593.0051071,638.2062358,621.1404083,603.8282498,637.7278176,642.9859659,665.7174887,659.9820675,686.036867,720.859443,735.3715889,791.3179015,761.9909234,804.0510285,807.1930209,883.2513773,907.5886376,949.9087681,955.4833237,
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1958.68657,1960.765534,1963.962333,2001.920405,2012.245199,1997.435084,2082.834321,2124.145911,2151.04799,2140.016553,2247.88503,2340.745918,2404.958884,2638.800223,3534.047139,3676.7075,3994.771889,4266.961628,4502.205379,4723.091456,5019.186061,5230.598854,5407.323956,5637.712125,5940.570145,6003.890071,
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1951.862766,1969.159022,1977.713429,1973.426093,2039.315504,2161.182504,2296.167272,2384.550062,2457.293862,2627.258776,2754.333031,2858.455737,2884.081324,2975.956176,3178.479409,3376.96543,3578.083708,3817.186363,3951.24718,3822.164429,3942.82262,4223.427239,4488.17451,4712.389033,4958.803296,5200.299685,
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18899.8206,19848.21926,20491.50851,21095.32112,22048.86006,23095.75063,24225.33851,25708.44298,27330.73634,28946.09718,31572.67803,32912.25799,33991.05929,33701.44031,35440.76332,37265.34509,40620.75965,43462.04905,45843.89223,44090.32519,44585.52623,46066.65241,46707.26971,48710.3189,49055.3832,49587.00519,
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18431.31229,19538.94476,20579.54136,21540.07161,22979.37958,24306.60754,26792.38323,28585.31264,28157.61551,30555.33875,36927.96013,37873.579,37959.79481,38530.80313,42516.43221,47772.43008,54110.88265,55847.13872,61676.11957,55459.98967,57995.86019,62060.95853,65380.24599,67019.81343,65713.51046,62083.86257,
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,774.5920996,829.4093747,859.5486818,889.2631812,957.0449111,985.7758438,1032.558714,1078.980654,1100.43409,1144.131152,1220.46425,1286.472736,1287.734432,1345.907258,1428.757638,1507.568314,1588.265153,1668.740402,1787.40582,1863.683463,1956.465866,2042.140687,2153.736493,2251.49768,2399.772704,2462.07461,
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,3726.445999,5121.554264,5617.95238,6459.083166,7339.30127,8050.698202,10429.79559,13232.17254,13064.54523,
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14872.01806,14567.65209,14917.81383,15962.02253,17096.26115,17906.86966,18465.85804,19133.61374,19327.83065,20579.00242,21509.82969,22507.92861,23306.45195,23963.53112,25086.46266,25677.26149,27767.22048,29386.94768,29860.21278,30699.30419,31263.78579,32734.38316,33065.51124,36210.16503,37087.93799,37575.93055,
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16627.80712,17253.21203,17877.26636,18554.85244,19412.80298,20179.9149,21068.00677,22023.53567,22761.39591,23699.25092,25166.8236,25981.40782,26778.39919,27548.20857,29033.83878,30411.72532,32385.99294,33926.54721,34755.37981,33815.43559,35077.23762,36441.65655,37352.59203,38572.98472,39641.22823,40589.12014,
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22648.90133,23772.37489,25194.18268,26209.25201,26852.20134,28094.89768,29108.58783,31282.79263,32496.86803,32944.71852,35293.55446,37165.86096,36507.32629,35301.35151,35793.47177,36978.69288,39431.16114,41624.85985,44908.03977,46106.33061,45892.36668,42479.20132,42827.14617,41216.36494,39678.29939,39971.09273,
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,10559.31744,11134.58914,11669.668,12189.38717,13462.03038,14392.2361,16139.8428,17861.94768,19308.5986,19584.69534,21066.93143,22748.36695,23563.01205,24303.5357,25025.13588,25445.24092,
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1975.819631,2086.240033,2237.910047,2272.163875,2347.141383,2452.747801,2554.032195,2559.982362,2590.075423,2662.543374,2775.632634,2833.043366,2907.758182,3046.543167,3293.506342,3586.417778,3845.526136,4054.641798,4118.690108,4179.734024,4209.69803,4322.534383,4460.923073,4633.001322,4833.655394,5010.813994,
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5051.531693,5593.843654,6064.57625,6415.134682,6602.22837,6719.222356,6976.496462,7401.055204,7868.860105,8137.85078,8383.743202,8461.624717,8621.492567,8997.884297,9763.60847,10611.48289,11675.28121,13188.96801,14354.0995,14443.60317,15202.21743,17058.59644,18663.16817,19891.81197,21130.20174,22237.23826,
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3433.763634,3552.502197,3541.696649,3742.490082,4213.496111,4539.560156,4673.595152,4982.705014,4942.930444,5021.549755,5202.233898,5283.029045,5584.343993,5858.863163,6240.732916,6762.773636,7404.29153,8148.909178,8956.494023,9010.308107,9755.149812,10449.12766,11145.58507,11828.90552,12161.94439,12529.22863,
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2591.926921,2597.1972,2601.111392,2655.056833,2764.781316,2886.996021,3041.788005,3182.757832,3129.606237,3205.48391,3350.700952,3452.161429,3557.433998,3731.717535,4012.576024,4261.722997,4546.350973,4899.392332,5126.222731,5147.801513,5524.15441,5754.112442,6153.070449,6587.477758,7009.809671,7387.317593,
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,10737.94635,10006.24344,8736.363805,9311.554994,10266.97003,11254.66542,11434.01561,11534.05117,10870.4568,10802.46843,11389.04246,12219.35817,11597.76027,12676.92342,13181.43646,13144.5549,13416.13498,12845.3008,11700.53932,12157.3001,12947.90758,13510.03458,13289.39507,13984.12497,15317.16622,
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1038.47601,1146.791506,1302.527618,1537.101366,1621.320665,1559.658193,1666.985262,1587.082549,1503.736501,1514.921817,1472.173297,1466.036245,1449.254175,1473.066392,1516.942886,1624.923129,1672.269239,1795.976583,1906.657151,1992.353002,2122.70745,2345.065877,2525.962109,2651.813579,2868.916341,,
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6175.230105,5912.125841,6179.990883,6546.870033,7025.241913,7659.932308,8254.998488,8916.013282,9461.807331,10022.39536,10644.71385,11127.46048,11781.05635,12256.4189,13350.52408,13895.92354,15150.8957,16781.37789,18310.44321,19266.12953,21089.01108,22850.47842,23832.72702,24740.81001,25730.20696,26862.26833,
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1563.617821,1362.601724,1381.236037,1408.214292,1415.47541,1443.234023,1518.469171,1601.496979,1718.487922,1792.533238,1837.94442,1906.612766,1895.314207,1856.159913,2255.440841,2386.90755,2586.303937,2754.348003,2911.46605,2991.389319,3123.320957,3240.847979,3387.417004,3529.062446,3647.634006,3702.362316,
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16336.20697,16904.06152,17875.48226,18846.33021,19828.9849,20873.76126,21625.842,22480.17061,24118.00933,24868.2537,25747.50944,28866.16895,29790.59698,30727.86275,32122.19033,33392.4209,34256.91035,34198.68848,34443.78037,34071.24489,33756.80686,34195.60367,34272.20442,35023.66672,,,
"Korea, Dem. Peoples Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11762.11007,12713.77327,13155.4924,13177.16446,13550.93801,14376.16284,14903.32216,15780.04863,16674.57277,17723.46332,18872.37901,19585.46948,20367.66441,20839.63403,21490.81623,22739.58966,24669.56698,25695.86767,26631.56396,26496.18036,27360.96112,26780.21491,26454.1026,27924.72563,28831.77352,29717.69397,
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3901.573552,4066.453389,4125.37911,4325.498383,4543.123153,4840.225631,4893.255335,5073.927266,5022.597514,4925.629615,4822.976061,4797.718424,4780.154483,4996.040368,5251.988258,5448.981171,5799.017847,6188.423416,6621.203833,6322.524743,7142.057039,7504.677492,7447.174726,8514.175374,8955.58094,9198.498534,
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,1945.04791,2033.954977,2124.538021,2560.860961,3178.090713,3710.124431,3331.356153,3106.931617,3031.45182,3300.10837,3592.666869,4010.147763,3844.389751,3780.691168,3423.59634,4053.048934,4078.495891,4356.34182,4931.002181,4655.14936,4550.173202,5020.119619,
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2671.433147,2700.436801,2851.146347,2934.087103,3088.571351,3221.855683,3352.776826,3317.039906,3370.921439,3565.181882,3568.361414,3661.566761,3768.728533,3870.411891,4104.419616,4265.15899,4438.606689,4534.492105,4639.983743,4538.304545,4670.068607,4888.106295,5018.064494,5232.95557,5479.888108,5716.151835,
