Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17807.46989,18487.61836,19118.65958,19647.50143,20545.88439,21421.41764,22357.0063,23362.075,24145.4965,25211.6501,26799.07866,27791.01406,28736.06649,29657.77723,31286.73794,32796.93152,34882.66263,36574.13239,37457.2193,36414.21862,37725.36843,39247.19204,40262.37115,41645.93639,42808.20772,43813.34009,
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,85689.0213,88051.19527,92702.05262,93110.31288,104097.2586,101030.9485,111246.2552,112973.9014,115043.9161,113286.4317,123592.9873,132514.4949,133557.8526,135923.4715,139174.2788,141542.6628,
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5258.982065,4773.334866,4494.540228,4678.189173,4972.829741,5449.936716,5776.643132,5600.824626,5576.064493,5632.323435,5873.463317,6588.459563,7179.198932,7820.422076,9137.603686,9723.534337,11694.18659,13442.61225,16301.94346,16013.34616,17180.51047,18095.01274,18983.38247,19877.50661,20796.98856,22124.3433,
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8012.802317,7844.086114,6854.085483,6416.169193,5736.160138,5611.658378,5515.985165,5697.327822,5460.354978,5914.300411,6825.411391,7367.609061,8029.122652,9253.577429,10231.42645,11822.3709,14916.18526,16648.58686,20163.58765,19386.5844,20497.93408,24074.36458,25316.63579,24165.32683,25498.64639,25186.16956,
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,549.6198537,568.3805979,648.3438443,649.8877051,346.9750253,485.7220915,540.7160882,586.83326,596.171408,605.0001059,633.7507518,678.4020688,762.6580987,775.7606251,838.7034648,907.1073812,996.6718639,1072.052347,1181.54477,1230.524243,1301.696952,1397.224691,1510.67811,1569.162855,1669.507522,1762.314126,
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1203.755945,1241.463142,1314.769176,1374.694597,1457.451943,1558.311488,1661.088129,1717.989523,1797.356079,1927.886971,2014.578029,2109.68334,2182.261888,2344.619895,2547.67445,2814.004379,3100.496886,3384.881773,3529.911037,3768.143396,4093.785857,4376.236726,4636.331827,4933.086411,5288.778044,5663.974547,
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22843.10037,24945.54538,25915.73931,25809.41717,25836.72981,25755.39033,26443.08106,26926.71553,27311.37864,26829.62029,28013.20959,28002.60433,27639.68947,29453.78144,32105.37336,34552.3445,36601.90395,38814.51442,41853.09966,41897.8915,43351.76769,47474.04338,49729.51749,50670.71638,52268.29556,53538.79043,
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1133.190329,1221.453106,1290.004375,1337.153885,1336.077848,1401.900597,1467.877466,1603.987846,1644.241771,1673.593193,1769.652859,1873.735559,1968.097677,2101.944562,2180.530388,2351.119436,2591.937508,2883.714026,3080.764727,3116.2031,3175.273943,3478.252239,3981.989759,4136.089387,4231.195729,4387.896396,
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1197.102682,1230.035759,1235.265315,1243.234911,1233.375352,1290.748056,1306.457202,1336.869335,1396.980828,1472.375526,1515.583756,1579.875219,1572.456979,1665.494123,1763.237812,1870.789913,1922.929344,2016.085041,2073.390249,2079.908456,2129.792483,2145.768396,2211.634678,2253.568646,2319.173879,2420.794877,
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22167.95169,23751.97812,25245.29588,28107.75207,30858.91878,32707.70385,34386.91235,36624.77003,34989.32959,37390.08745,40928.33705,40358.97452,42316.45801,45744.13538,50849.67523,55105.96589,59926.48344,64387.80508,63361.32069,61572.02253,70561.0834,74910.18253,77173.2383,80767.55972,83798.58923,85382.30227,
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1158.601909,1233.775496,1382.307907,1430.268921,1550.428433,1665.309821,1675.351577,1633.417899,1634.849154,1607.280038,1371.662572,1256.852442,1208.018933,1278.507124,1343.430957,1426.119018,1534.731167,1651.874965,1763.154933,1655.210388,1752.11988,1976.4069,2062.454263,2114.567732,2141.012127,2200.934181,
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,886.6325532,934.2004604,777.1207464,813.8564091,822.4528475,776.6168819,805.6615558,769.1998676,784.2844133,766.6251611,813.1862045,743.1428086,909.2490061,965.1632322,1007.07589,1041.572371,1095.744509,1182.208249,1240.407347,1278.9048,1333.583438,1394.477558,1599.431938,1918.859652,1997.992281,1569.318744,
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2929.366635,3094.183069,3358.901551,3645.130796,3900.678942,4190.70883,4297.988394,4518.001239,4702.078706,4904.848181,5092.548588,5267.792374,5446.314438,5657.03907,5896.016066,6279.113261,6702.272962,7122.336318,7332.798993,7136.595021,7301.806597,7596.509131,7859.86073,8111.080083,8349.206901,8619.580946,
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,4873.111796,5087.506543,5561.910748,5780.801407,5175.049359,5721.741945,6151.868233,6800.879652,7197.419257,8070.216444,8706.981641,9615.653634,10472.05174,11921.80251,11841.84782,12098.69311,12967.87138,13108.04525,13772.54655,13806.03304,14111.90131,
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1641.555286,1652.234716,1623.097671,1621.700617,1639.934233,1681.527735,1756.234248,1802.956828,1821.667467,1843.517439,1903.15675,1975.409871,2012.478529,2100.850337,2358.789293,2500.950021,2686.315341,2873.088217,3007.819466,3046.295913,3171.188429,3291.034265,3385.744889,3516.12857,3653.687773,3711.871981,
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,3591.90892,3637.873769,3717.215638,3461.751039,1819.434959,2005.155918,2028.89536,1853.798627,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1642.584575,1653.306961,1624.265724,1622.95053,1641.160427,1682.729371,1757.485854,1804.36835,1823.189785,1845.051792,1904.707437,1976.91015,2013.974932,2102.230387,2360.099477,2502.401324,2687.91715,2874.872824,3009.528458,3047.946602,3172.911668,3292.909393,3387.740835,3518.228072,3655.835459,3714.061531,
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,9710.361693,10207.79811,10704.77283,11266.07832,12358.24257,13202.51616,14743.4204,16169.35267,17338.60644,17459.64767,18642.72509,19993.27782,20699.07376,21367.37033,21995.25218,22368.60743,
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,1654.5501,1682.834247,1788.322876,1864.908921,2015.508902,2217.031443,2298.993305,2481.24583,2505.596106,2647.086992,2759.745784,2836.553749,2956.509286,3128.401877,3218.5736,
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6840.543688,7128.823548,7147.728936,6671.478443,6916.263092,7017.052922,7111.424675,7516.899441,7593.307851,7537.450123,7621.723237,8092.123255,8533.324408,9200.65497,10293.40751,11049.55551,11732.3214,12533.85276,13159.39724,13502.62589,14216.54879,15119.74355,15718.13299,16273.88997,16720.14663,16702.65923,
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,7131.251978,7424.983182,8021.870668,8642.396557,9361.237062,10061.34678,10602.39907,10700.7066,11347.91207,12399.75735,13294.49459,14138.90916,15198.91969,16616.13454,18875.52455,21156.83045,23691.64388,23082.79056,25010.54458,25835.00476,26647.42196,27922.84218,29045.75154,29931.24697,
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,13547.2229,14272.6555,15260.28352,16024.40078,17067.16291,18036.46727,18998.77439,20305.02222,21132.38649,22792.92798,23945.25534,25777.98669,27594.79118,29624.19018,27504.07207,27792.97798,28804.70152,28841.92306,29558.64228,31022.15563,31990.47623,
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20096.18657,20387.68275,20490.29925,20425.51147,21559.10829,22774.64752,23606.48544,24446.8462,25478.29167,27148.37688,29257.98526,29701.99742,30587.76252,31470.89574,33551.70558,33967.18753,37439.83703,40563.8388,41853.69618,39693.3253,41667.83209,43755.06044,44724.97434,45714.45767,46445.77191,47861.96529,
Swaziland,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3566.851559,3646.80704,3762.496447,3893.291991,3993.987597,4188.846101,4334.363692,4444.862415,4511.80522,4628.481166,4746.643415,4896.07619,5097.256939,5406.960507,5692.872343,6125.914988,6554.061589,6898.537095,7224.694327,7340.785653,7440.690912,7615.493311,7896.358632,8263.738817,8517.091751,8647.786149,
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,36327.2319,,,,,
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9188.613001,9627.452827,10503.78455,11184.5616,11033.27516,11007.37547,11588.2181,13042.45707,14015.11587,14214.01993,14626.46037,14607.23869,14559.34877,14134.48392,14161.5154,15859.91946,17516.54847,19755.66719,19274.84812,19131.33174,19953.1605,22556.58257,24251.52397,25655.82295,26564.96764,27177.17408,
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,717.5726593,779.4670461,834.0484313,697.0841968,759.0252591,758.833881,763.5820165,792.9518858,827.8913118,805.4920752,787.153221,865.7177219,917.7863182,1033.54866,1366.931959,1596.68959,1599.891275,1640.202587,1667.697393,1694.821571,1884.795827,1862.351166,1997.410939,2075.132782,2184.698474,2175.821947,
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1451.645045,1591.609988,1770.562852,1975.537206,2199.644614,2429.951602,2659.103572,2852.381108,2875.577437,3057.655414,3323.913812,3586.395637,3885.714003,4264.432853,4725.270454,5294.597086,5980.254431,6820.928508,7469.558588,8025.201965,8840.350353,9699.53134,10537.99519,11386.70605,12272.51237,13105.1901,
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6422.093259,6230.086196,5767.260829,5584.222393,5156.37328,5209.41984,5340.795281,5593.1418,5649.265907,5855.061992,6485.844573,6871.780358,7339.123602,8038.080766,8958.652525,9944.504854,11762.44016,13084.86908,14933.1151,14555.46655,15590.29971,17461.55727,18178.95647,18218.63532,19073.73352,19184.10416,
Togo,TGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,872.6352851,872.3531211,835.7574655,709.202861,813.033387,873.4659212,944.0592358,1070.603905,1030.273089,1044.263236,1032.035726,1011.10993,990.2252184,1031.753887,1053.611318,1070.826742,1117.607504,1142.10215,1158.45847,1175.823679,1204.604894,1255.087825,1304.187972,1341.415372,1407.725518,1460.34491,
Thailand,THA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4298.562681,4767.57748,5221.552865,5739.562307,6278.168547,6866.020783,7310.939821,7151.765069,6600.537112,6926.20699,7314.542194,7650.813673,8153.163182,8819.994762,9545.997831,10194.17569,10977.61174,11850.21509,12272.7398,12257.13618,13309.4192,13654.27246,14853.32968,15435.02557,15775.61444,16340.02857,
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2349.639501,2205.399668,1570.892214,1322.108964,1046.65214,922.7668143,772.2971056,788.8362694,829.1112269,861.2259461,939.7408458,1041.638879,1150.615863,1277.456606,1418.731424,1530.575671,1653.075402,1790.92569,1928.200965,1972.915229,2080.044388,2229.445742,2386.327474,2546.208548,2704.106895,2833.654846,
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5398.792743,5174.383298,4373.202162,4419.25027,3638.09078,3370.440159,3593.541232,3187.358553,3404.150482,3977.536577,4240.974059,4475.982721,4508.433493,4699.745806,5017.71966,5791.712128,6550.184923,7381.120936,8528.11332,9004.579189,9828.662204,11360.50215,12689.34383,14027.41212,15550.12168,16532.48594,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5759.815627,6087.889201,6321.100213,6937.636675,7297.211484,7349.988397,7597.642091,8004.655692,8133.364715,8163.923622,8544.89681,8650.207796,8678.951364,8903.001564,9584.490277,10277.35697,11140.65572,11962.87704,12563.04452,12362.22554,13139.8241,13984.80215,14457.10781,14948.23717,15257.08543,15163.62785,
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,1134.06921,1320.662056,1211.262827,1161.863492,1158.49562,1235.893035,1178.568934,1331.483706,1535.816003,1729.769506,1905.393497,2061.527569,2171.739382,2215.515497,2329.510037,2399.014386,
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5089.348959,5018.329796,5258.023194,5362.83666,5446.429291,5601.567529,5941.46729,6153.023844,6502.344638,6805.129414,7139.764885,7386.331245,7633.863606,7837.729469,8549.707047,9099.432616,9756.77991,10470.13507,10901.52017,11121.05851,11668.04508,11675.48197,11749.92954,11924.96481,12266.01076,,
Tonga,TON,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2310.145049,2536.114314,2597.274096,2755.262233,2948.750393,3115.118711,3162.910155,3201.094272,3309.718104,3474.284445,3654.324669,3851.138356,4020.62204,4161.999126,4235.05303,4412.658271,4482.441625,4381.46188,4576.675533,4690.11618,4891.998479,5110.54609,5232.082279,5132.250761,5309.424934,5534.831912,
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1203.755945,1241.463142,1314.769176,1374.694597,1457.451943,1558.311488,1661.088129,1717.989523,1797.356079,1927.886971,2014.578029,2109.68334,2182.261888,2344.619895,2547.67445,2814.004379,3100.496886,3384.881773,3529.911037,3768.143396,4093.785857,4376.236726,4636.331827,4933.086411,5288.778044,5663.974547,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1642.584575,1653.306961,1624.265724,1622.95053,1641.160427,1682.729371,1757.485854,1804.36835,1823.189785,1845.051792,1904.707437,1976.91015,2013.974932,2102.230387,2360.099477,2502.401324,2687.91715,2874.872824,3009.528458,3047.946602,3172.911668,3292.909393,3387.740835,3518.228072,3655.835459,3714.061531,
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7921.052995,8349.544745,8347.759784,8375.293431,8816.696976,9321.689245,10133.09054,11078.52302,12089.72559,13236.2805,14524.13702,15420.81923,16828.06986,19547.27675,21572.51352,23532.50746,27328.35578,29252.1188,30693.869,29429.21386,30628.65707,31012.66995,31830.73157,33039.16382,33282.87771,33308.52041,
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3629.120201,3810.751327,4111.239765,4212.283301,4353.568039,4470.335155,4802.372119,5080.017572,5315.528195,5661.445675,6003.315105,6316.896928,6446.951946,6832.577764,7400.19175,7838.077913,8424.202811,9137.024481,9609.010479,9868.445034,10225.96056,10123.12012,10600.95551,10969.59617,11357.81543,11467.06628,
Turkey,TUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6132.788442,6291.420909,6709.075216,7303.859947,6942.003984,7477.784961,8014.493658,8616.89032,8870.983267,8546.180111,9351.471714,9041.756637,9101.933575,9335.882267,10534.77426,11457.9926,13106.71356,14228.52224,15355.91059,14794.51115,16541.99109,18269.83782,18560.17823,19228.65645,19653.61183,20008.91438,
Tuvalu,TUV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1531.346373,1630.012219,1704.81642,1808.186939,2027.703164,1958.091472,1867.489048,2081.817035,2421.244743,2409.52912,2428.779986,2510.860974,2733.428397,2678.136383,2698.809178,2667.085324,2796.861693,3043.63125,3342.866072,3212.379397,3156.748086,3488.248359,3552.926553,3651.250172,3793.189653,3926.173454,
Tanzania,TZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,951.8317127,971.5474216,966.6302504,968.8990425,973.6778776,999.4805016,1035.289867,1062.550398,1086.756748,1128.546867,1180.742537,1246.881506,1320.61459,1400.30356,1507.797731,1634.893131,1711.3887,1847.864593,1927.688998,1983.222862,2068.488487,2206.910779,2289.261876,2417.413813,2550.490504,2672.509161,
Uganda,UGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,506.149425,533.9517715,546.6027073,587.0426431,618.1495374,682.3248614,735.1768198,762.7661963,785.0630804,835.4816454,854.2122135,889.8630027,950.6103602,998.3885329,1059.426932,1124.297675,1241.385391,1335.979017,1431.99631,1489.904419,1541.642262,1665.470433,1704.455535,1736.110653,1799.293743,1850.99241,
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6763.203058,6387.203496,5882.241782,5162.606393,4083.486054,3689.120683,3410.956522,3396.057036,3397.920944,3475.638274,3802.540243,4289.921231,4628.037293,5206.106632,6042.184784,6452.096195,7184.203287,8005.69176,8395.812545,7239.624226,7666.219577,8281.867126,8475.471746,8629.676994,8683.640842,7939.61402,
Upper middle income,UMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3354.114569,3465.805648,3560.865089,3803.980724,3958.367278,4130.894291,4368.843709,4630.370001,4765.076309,4959.373621,5344.067401,5616.728979,5919.61318,6346.574692,7012.104957,7765.52929,8771.42356,9803.07659,10719.85772,11020.85438,11954.12819,13052.26205,13831.63468,14512.44207,15356.01409,15941.78244,
Uruguay,URY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6360.386618,6756.737119,7404.976473,7725.568927,8402.483355,8392.736112,8958.103932,9820.770507,10309.39232,10210.8809,10204.91446,10018.55847,9383.952934,9654.336694,10421.03573,11553.52941,12376.34403,13501.56642,14705.51664,15391.16953,16736.856,17904.81986,18817.87492,19942.71472,20886.45804,21243.7538,
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23954.47935,24405.16481,25492.95165,26464.85251,27776.63553,28782.17502,30068.23092,31572.69023,32949.19776,34620.9289,36449.85512,37273.6181,38166.03784,39677.19835,41921.80976,44307.92058,46437.06712,48061.53766,48401.42734,47001.55535,48374.08679,49781.80066,51433.04709,52749.91124,54539.66558,56115.71843,
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1984.903407,1997.826315,1772.466119,1733.066937,1645.293627,1634.687382,1660.755705,1743.829737,1809.198739,1895.330936,1984.47012,2088.335658,2178.386398,2288.356703,2503.279375,2732.716951,2985.636057,3321.566762,3632.740121,3890.610174,4153.938846,4469.997484,4853.649706,5244.04938,5673.786193,6086.522181,
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3603.915382,3755.615812,4078.997375,4349.705761,4385.547133,4825.076146,4978.424973,5244.889569,5522.615211,5761.482611,5988.074628,6223.92372,6709.06583,7355.175293,7856.37618,8296.707714,9193.353618,9656.128955,10081.1108,9936.262682,9714.910209,9871.648577,10192.94478,10548.01704,10857.28755,11139.63747,
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9339.953019,10344.90511,10969.88237,11015.79292,10751.88241,11172.37216,11122.95857,11795.16548,11725.96219,10981.35382,11427.40708,11862.25794,10779.40287,9961.91036,11897.38283,13317.17856,14830.9158,16289.45862,17208.19337,16523.93967,16228.34081,17001.91324,18027.89012,18306.43434,17664.73935,,
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,970.2356524,1042.925829,1138.479682,1238.057068,1353.236896,1488.646044,1631.092576,1766.479257,1859.814947,1948.959234,2100.243076,2252.422657,2403.517497,2590.294311,2828.047516,3102.936693,3383.69504,3681.316118,3924.101329,4123.425804,4395.510163,4715.886349,5000.764854,5300.32607,5656.95694,6034.259949,
Vanuatu,VUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1647.700273,1707.707655,1740.393818,1743.822099,1890.238223,1902.529127,1941.222114,2033.554627,2107.082467,2107.761018,2237.584965,2159.381617,2030.384081,2105.441392,2192.447393,2323.459088,2533.911244,2669.742795,2828.478687,2874.87888,2888.349379,2915.239621,2952.413431,2990.693012,3046.392286,2987.918632,
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5422.734101,5595.36085,5761.097125,5961.374231,6200.729493,6448.976617,6735.053012,7023.48905,7186.01826,7454.409693,7899.761399,8184.778971,8463.728265,8825.538202,9439.463585,10059.28104,10890.04648,11659.47614,12199.08166,12176.18811,12836.31581,13557.91406,14083.97209,14635.60154,15225.34435,15691.35278,
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2358.57696,2363.498923,2390.757459,2523.031863,2487.715023,2687.240966,2913.592522,2966.677645,3050.734449,3150.922756,3428.698019,3729.844194,3928.676984,4162.378933,4446.681442,4750.403152,4961.204069,5380.617521,5505.21341,5244.284423,5295.666099,5674.475341,5757.17964,5692.156638,5818.902565,5934.874655,
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,3674.105693,4768.233435,4804.231165,5189.535085,5467.806966,5980.178577,6389.937567,6981.655189,7248.427687,7487.155599,7766.781541,8222.594135,8541.313667,8884.841144,9165.67112,9733.915241,
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2167.664898,2265.228278,2379.49392,2405.883484,2499.500746,2584.48395,2654.763102,2751.93678,2864.770307,2935.660794,3100.144128,3199.511054,3282.194347,3375.945984,3505.681681,3714.087765,3839.171424,3958.975424,4067.370812,4139.595506,4390.898972,3807.949007,3867.508962,4014.592686,3977.432117,2820.80187,
South Africa,ZAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6401.190477,6390.772781,6238.792394,6307.267523,6493.725525,6691.411584,6974.655309,7157.853537,7161.174434,7335.906618,7702.484655,8016.430932,8340.817652,8651.849857,9179.251464,9847.832856,10577.94237,11289.42926,11716.71897,11462.61547,11785.60514,12243.87909,12556.74847,12859.61759,13097.97369,13195.46542,
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1492.126965,1501.007975,1470.726621,1568.373122,1427.21134,1461.075295,1538.885074,1581.418313,1549.460225,1602.428074,1658.38098,1740.96025,1801.115002,1915.431264,2052.67666,2212.044281,2393.064359,2587.314715,2761.655318,2950.712592,3197.380716,3342.65393,3553.115833,3678.844556,3802.035292,3835.503778,
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1632.68393,1734.321973,1576.340263,1596.508187,1746.875305,1754.583814,1939.428299,1994.899482,2046.412765,2036.210228,1998.49185,2056.351718,1889.113103,1588.96694,1526.647718,1472.435072,1449.120124,1415.027698,1170.461903,1229.382424,1360.876026,1523.621784,1679.125594,1742.952005,1800.405209,1786.583862,